CASEID,INVIEWN,B1AGE,AGER,AGERR,B2EDU,HIGHSCHL,B3EMPLY1,B3EMPLY2,B3EMPLY3,B3EMPLY4,EMPLOYR,UNEMPLOY,HOMEMAKR,B3HOURS,B3VHOUR,B3STUDNT,B4CHANGE,B5CODE1,B5DATE1,B5CODE2,B5DATE2,B5CODE3,B5DATE3,B6RACE,RACER,B6HSPNIC,B6OTHER,B7BIRTH,B7PLACE,B7PLACER,F14CHICG,B8MARITL,MARRIED,SINGLE,SCRSTAT,SCRSTATR,FINSTAT,FINSTATR,ABUSED,CHNGSTAT,CHGTONAW,NAWYEAR,RELAC1,LENGTHC1,C1SITUAT,PARTNERS,PABUSE,SPANISH1,INMONTH,INYEAR,INDAY
308313,1,32,4,2,  2,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  3,  3, 1,1,1,2,99,99,  7,5,1,1,1,2,12,1997,27
308314,1,28,3,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,2,2,2,2,12,1997,27
308315,1,39,4,2,  3,  0,  3,9999,9999,9999,1,0,0,  20,99,9999,  1,   3,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  5,3,1,1,1,2,12,1997,27
308316,1,26,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2,12,1997,23
308317,1,53,6,4,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  6,5,1,1,1,2,12,1997,19
308330,1,25,2,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,6, 1,  1, 19,  1,  2,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,4,1,1,1,2,12,1997, 8
308331,1,19,1,1,  3,  0,  7,   8,9999,9999,3,0,0,9999,99,   2,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,12,1997, 9
308382,1,41,5,3,  6,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,3,1,1,1,2, 1,1998,14
308384,1,25,2,1,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,1,3,2,1,2, 1,1998,14
308389,1,32,4,2,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 1,1998,19
308408,1,27,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 5,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2, 1,1998, 9
308409,1,42,5,3,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 29,  5,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,1,1,1,2, 1,1998, 9
308411,1,33,4,2,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  2,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,5,1,1,1,2, 1,1998,16
308412,1,29,3,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  2,9999, 1,9999, 1,9999, 1,  7,9,1,12,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 1,1998,16
308426,1,22,2,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3,14,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 1,1998, 9
308427,1,34,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  2,2,1,1,1,2, 1,1998, 9
308429,1,41,5,3,  8,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 1,1998,10
308430,1,24,2,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  7,2,1,1,1,2, 1,1998,10
308431,1,43,5,3,  4,  1,  3,9999,9999,9999,1,0,0,  25,99,9999,  1,   1,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 1,1998, 2
308432,1,40,4,3,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 1,1998, 2
308433,1,31,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,1,4,2,2,2, 1,1998, 2
308434,1,35,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  14, 7,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  9,5,1,1,1,2, 1,1998, 2
308435,1,35,4,2,999,999,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   5,23,9999, 1,9999, 1,  1,1,1, 1,  1,  3,  2,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,6,2,2,2,2, 1,1998, 3
308436,1,32,4,2,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,  10,23,9999, 1,9999, 1,  1,1,1, 1,  1,  2,  2,  2,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  7,2,3,2,1,2, 1,1998, 2
308437,1,29,3,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   7,12,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  2,  2,  1,  0,  3,  3, 1,1,1,2,99,99,  1,5,1,1,1,2, 1,1998,28
308438,1,29,3,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,11,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,5,1,1,1,2, 1,1998,22
308439,1,49,5,3,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,6, 1,  1, 43,  6,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99, 10,1,1,1,1,2, 1,1998,20
308440,1,34,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 7,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,2,2,2,2, 1,1998,20
308441,1,42,5,3,  2,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  6,  0,  0,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 1,1998, 9
308442,1,34,4,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,5,1,1,1,2, 1,1998, 9
308457,1,48,5,3,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 1,1998,20
308487,1,31,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3, 7,9999, 1,9999, 1,  1,1,1, 1,  1,  3,  2,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 1,1998,30
308492,1,22,2,1,  6,  1,  2,   7,9999,9999,1,0,0,9999,99,   1,  1,   2, 7,9999, 1,9999, 1,  1,1,1, 1,  2,  8, 15,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,1,1,1,2, 1,1998,30
308498,1,40,4,3,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,  10,24,   1,15,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2, 1,1998,30
308515,1,42,5,3,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,3, 1,  1, 19,  1,  1,  4,  0,  0,  3,  3, 1,1,1,2,99,99,  1,6,1,1,1,2, 2,1998,27
308548,1,22,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3, 5,9999, 1,9999, 1,  2,3,1, 1,  1,  7,  4,  3,  1,  0,  1,  3,  3, 1,1,1,2,99,99, 10,1,1,1,1,2, 3,1998,23
308554,1,37,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1,  7,  4,  5,  5,  0,  0,  3,  3, 1,1,1,2,99,99,  6,5,1,1,1,2, 3,1998,12
308555,1,20,1,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,23,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,2,1,1,1,2, 3,1998,11
308556,1,18,1,1,  3,  0,  2,   3,9999,9999,1,0,0,  10,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  6,2,1,1,1,2, 3,1998,13
308578,1,64,6,4,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 7,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,999,  5,  0,  0,  1,  1,87,1,1,1,99,99, 10,1,1,1,1,2, 3,1998, 5
308596,1,42,5,3,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 37,  5,  4,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2, 4,1998, 9
308599,1,41,5,3,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 29,  5,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  9,1,1,1,1,2, 4,1998, 8
308629,1,41,5,3,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 3,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  2,  6,  0,  0,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2, 4,1998,28
309009,1,51,6,4,  5,  1,  4,   9,9999,9999,1,0,0,9999,99,9999,  1,   2,18,9999, 1,9999, 1,  1,1,1, 1,  1,  3,  2,  2,  2,  1,  0,  3,  3, 2,2,2,3,99, 1,  1,5,9,9,9,2, 7,1997, 9
309010,1,27,3,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,5,9,9,9,2, 7,1997, 8
309011,1,55,6,4,  4,  1,  6,9999,9999,9999,2,0,1,9999,99,9999,  1,   6,13,9999,10,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,6,9,9,9,2, 7,1997,10
309012,1,38,4,2,  5,  1,  3,9999,9999,9999,1,0,0,  25,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  3,  3, 2,2,2,3,99, 3,  6,4,9,9,9,2, 7,1997, 8
309013,1,23,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1, 9,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,4,9,9,9,2, 7,1997,10
309014,1,41,5,3,  4,  1,  4,9999,9999,9999,1,0,0,9999,20,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  2,  1,  0,  3,  3, 2,2,2,3,99, 1,  1,6,9,9,9,2, 7,1997, 8
309015,1,54,6,4,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1,  3,  2,  2,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,6,9,9,9,2, 7,1997,15
309016,1,35,4,2,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 6,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,1,9,9,9,2, 7,1997,15
309017,1,20,1,1,  4,  1,  2,   7,9999,9999,1,0,0,9999,99,   2,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 2,2,2,2, 4,99,  5,3,9,9,9,2, 7,1997,15
309018,1,34,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,2,9,9,9,2, 7,1997,15
309019,1,38,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  6,1,9,9,9,2, 7,1997,15
309020,1,59,6,4,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 2,2,2,2, 4,99,  1,6,9,9,9,2, 7,1997,15
309021,1,42,5,3,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,3,9,9,9,2, 7,1997,15
309022,1,44,5,3,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3,20,9999, 1,9999, 1,997,9,1,14,  1, 43,  6,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 2,  5,2,9,9,9,2, 7,1997,15
309023,1,39,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,998,998,998,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  3,5,9,9,9,2, 7,1997, 7
309024,1,48,5,3,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  2,  2, 2,2,2,1,99,99,  9,5,9,9,9,2, 7,1997, 3
309025,1,36,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  6,1,9,9,9,2, 7,1997, 7
309026,1,37,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  6,2,9,9,9,2, 7,1997, 7
309027,1,49,5,3,  3,  0,  3,9999,9999,9999,1,0,0,  24,99,9999,  1,   5,16,  10,12,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,1,9,9,9,2, 7,1997, 8
309028,1,25,2,1,  3,  0,  3,   7,9999,9999,1,0,0,  24,99, 999,  1,   7,16,   1,12,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  5,1,9,9,9,2, 7,1997, 9
309029,1,39,4,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  5,  0,  0,  3,  3, 2,2,2,3,99, 2,  2,6,9,9,9,2, 7,1997,10
309030,1,50,5,4,  7,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  4,3,1, 1,  2, 46, 40,  2,  2,  1,  0,  4,  1, 3,3,2,2, 7, 2,  1,5,9,9,9,2, 7,1997,10
309031,1,45,5,3,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 47,  2,  2,  6,  0,  0,  3,  3, 2,2,2,3,99, 1,  5,1,9,9,9,2, 7,1997,10
309036,1,20,1,1,  5,  1,  1,   7,9999,9999,1,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,1,9,9,9,2, 7,1997,16
309038,1,43,5,3,  3,  0,  5,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1,  3,  2,  2,  2,  1,  0,  1,  1, 3,3,2,2, 7, 2,  1,6,9,9,9,2, 7,1997,16
309039,1,39,4,2,  7,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,16,9999, 1,9999, 1,  3,2,1, 1,  2, 11, 15,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,1,9,9,9,2, 7,1997,16
309040,1,51,6,4,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 23,  2,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  6,2,9,9,9,2, 7,1997,18
309041,1,46,5,3,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,5,9,9,9,2, 7,1997,16
309054,1,46,5,3,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 2,2,2,2, 4,99,  6,3,9,9,9,2, 9,1997,18
309065,1,25,2,1,  7,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,5,9,9,9,2,10,1997, 2
309078,1,21,2,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,3,9,9,9,2,10,1997,10
309083,1,50,5,4,  2,  0,  3,9999,9999,9999,1,0,0,  10,99,9999,  1,   5,16,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,5,9,9,9,2,10,1997,17
309094,1,54,6,4,  2,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1,  2,  2,  2,  2,  1,  0,  1,  1, 2,2,2,2, 4,99,  1,6,9,9,9,2,10,1997,14
309096,1,27,3,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,999,999, 2,2,2,9,99,99,  5,1,9,9,9,2, 9,1997,17
309101,1,34,4,2,  5,  1,  3,9999,9999,9999,1,0,0,  10,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,5,9,9,9,2,10,1997, 8
309127,1,38,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  4,3,1, 1,  2, 39, 40,  2,  2,  1,  0,  1,  1, 2,2,2,2, 3,99,  1,6,9,9,9,2,10,1997,24
309143,1,42,5,3,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,20,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 2,  5,6,9,9,9,2,11,1997,18
309154,1,23,2,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,4,9,9,9,2, 9,1997,29
309157,1,32,4,2,  5,  1,  4,   6,   9,9999,1,0,0,9999, 2,9999,  1,   6,14,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,1,9,9,9,2,10,1997,11
309158,1,39,4,2,  3,  0,  2,   4,9999,9999,1,0,0,9999, 2,9999,  1,   1, 6,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,3,9,9,9,2,11,1997, 1
309159,1,29,3,1,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,997,9,1,15,  1, 20,  5,  5,  1,  0,  1,  1,  1, 2,2,2,2, 4,99,  5,1,9,9,9,2,10,1997, 1
309179,1,36,4,2,  6,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 3,3,2,2, 7, 2,  5,4,9,9,9,2,10,1997,16
309184,1,19,1,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,23,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,2,9,9,9,2,11,1997, 4
309195,1,41,5,3,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  1,  11,11,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  1,  1, 3,3,2,2, 5, 1,  5,1,9,9,9,2,12,1997, 2
309218,1,43,5,3,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,20,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,6,9,9,9,2,11,1997,20
309226,1,32,4,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,24,9999, 1,9999, 1,  3,2,1, 1,  2, 26, 15,  2,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,5,9,9,9,2,12,1997, 8
309263,1,48,5,3,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1,  3,  2,  2,  2,  1,  0,  3,  3, 2,2,2,3,99, 2,  1,5,9,9,9,2,12,1997,12
309267,1,49,5,3,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 3,  5,5,9,9,9,2,12,1997,11
309275,1,46,5,3,  5,  1,  5,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  8,2,9,9,9,2,12,1997, 2
309286,1,42,5,3,  2,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 2,2,2,2, 4,99,  2,6,9,9,9,2,12,1997,15
309289,1,26,3,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   5,23,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,2,9,9,9,2, 1,1998, 5
309290,1,21,2,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 3,  5,2,9,9,9,2,12,1997,17
