CASEID,INVIEWN,IDINCID,INCIDENT,FORCED,YEAR,MONTH,DAY,DATECERT,USOBJ,KINDWEAP,KINDWEA2,WEAPON,GUNTYPE,GUNUSE,THREAT,SLAP,PUNCH,BEATING,TWEAPON,UWEAPON,FSEXONLY,MISCARG,RESTRAIN,CHOKED,PRSNT,PRSN2,PRSN3,AP,BP,CP,OP,PINJR,ALCOHOL,RDRUNK,NDRUNK,BOTHDRUN,POT,RPOT,NPOT,DRUGS,RDRUGS,NDRUGS,BOTHDRUG,SUBSTANC,SEVEREST,TOINC,INTYEAR,INTMONTH,INTDAY,DAYSTOIN,DATECOM
618374,1,618374000, 1, 1, 1997, 6,  17,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1998, 2, 3,231, 1
618374,1,618374010,-1, 1, 1997, 6,  21,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2, 3,227, 1
618374,1,618374010, 1, 1, 1997, 7,   5,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2, 3,213, 1
618374,1,618374010, 1, 1, 1997, 8,  15,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1998, 2, 3,172, 1
618374,1,618374010, 1, 1, 1997, 9,  12,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1998, 2, 3,144, 1
618374,1,618374010, 1, 1, 1997,10,  17,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2, 3,109, 1
618374,1,618374010, 1, 1, 1997,11,   8,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2, 3, 87, 1
618374,1,618374010, 1, 0, 1998, 1,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2, 3, 33, 1
618449,1,618449000, 0, 0, 1997, 7,  23,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,  2,1998, 2,17,209, 1
618449,1,618449000, 1, 0, 1997,10,  31,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,109, 1
618452,1,618452000, 1, 0, 1997, 2,  22,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1, 34,1998, 2,17,360, 1
618452,1,618452000, 1, 0, 1997, 3,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,353, 1
618452,1,618452000, 0, 0, 1997, 3,   8,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,346, 1
618452,1,618452000, 0, 0, 1997, 3,  15,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,339, 1
618452,1,618452010, 0, 0, 1997, 3,  22,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,332, 1
618452,1,618452010, 1, 0, 1997, 3,  29,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,325, 1
618452,1,618452010, 1, 0, 1997, 5,  24,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,269, 1
618452,1,618452010, 1, 0, 1997, 8,   2,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,199, 1
618452,1,618452010, 0, 0, 1997, 8,   9,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,192, 1
618452,1,618452010, 1, 0, 1997, 8,  16,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,185, 1
618452,1,618452010, 0, 0, 1997, 8,  23,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,178, 1
618452,1,618452010, 0, 0, 1997, 8,  30,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,171, 1
618452,1,618452010, 1, 0, 1997, 9,   6,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,164, 1
618452,1,618452010, 0, 0, 1997, 9,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,157, 1
618452,1,618452020, 0, 0, 1997, 9,  20,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,150, 1
618452,1,618452020, 0, 0, 1997, 9,  27,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,143, 1
618452,1,618452020, 1, 0, 1997,10,   4,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,136, 1
618452,1,618452020, 0, 0, 1997,10,  11,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,129, 1
618452,1,618452020, 1, 0, 1997,10,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,122, 1
618452,1,618452020, 0, 0, 1997,10,  25,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,115, 1
618452,1,618452020, 1, 0, 1997,11,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,108, 1
618452,1,618452020, 0, 0, 1997,11,   8,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17,101, 1
618452,1,618452020, 1, 0, 1997,11,  15,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 94, 1
618452,1,618452020, 1, 0, 1997,11,  22,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 87, 1
618452,1,618452030, 0, 0, 1997,11,  29,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 80, 1
618452,1,618452030, 0, 0, 1997,12,   6,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 73, 1
618452,1,618452030, 1, 0, 1997,12,  13,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 66, 1
618452,1,618452030, 1, 0, 1997,12,  20,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 59, 1
618452,1,618452030, 0, 0, 1997,12,  27,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 52, 1
618452,1,618452030, 0, 0, 1998, 1,   3,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 45, 1
618452,1,618452030, 0, 0, 1998, 1,  10,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 38, 1
618452,1,618452030, 1, 0, 1998, 1,  17,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 31, 1
618452,1,618452030, 0, 0, 1998, 1,  24,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 24, 1
618452,1,618452030, 1, 0, 1998, 1,  31,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1998, 2,17, 17, 1
618466,1,618466000,-1, 1, 1997, 2,  27,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1, 32,1998, 2,19,357, 1
618466,1,618466000,-1, 1, 1997, 3,   1,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,355, 1
618466,1,618466000,-1, 1, 1997, 3,  12,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,344, 1
618466,1,618466000,-1, 1, 1997, 3,  26,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,330, 1
618466,1,618466010,-1, 1, 1997, 4,   4,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,321, 1
618466,1,618466010,-1, 1, 1997, 4,  16,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,309, 1
618466,1,618466010,-1, 1, 1997, 4,  30,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,295, 1
618466,1,618466010,-1, 1, 1997, 5,   2,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,293, 1
618466,1,618466010,-1, 1, 1997, 5,  11,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,284, 1
618466,1,618466010,-1, 1, 1997, 5,  14,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,281, 1
618466,1,618466010,-1, 1, 1997, 5,  30,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,265, 1
618466,1,618466010,-1, 1, 1997, 6,  11,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,253, 1
618466,1,618466010,-1, 1, 1997, 6,  15,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,249, 1
618466,1,618466010,-1, 1, 1997, 6,  24,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,240, 1
618466,1,618466020,-1, 1, 1997, 6,  28,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,236, 1
618466,1,618466020,-1, 1, 1997, 7,   4,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,230, 1
618466,1,618466020,-1, 1, 1997, 7,  15,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,219, 1
618466,1,618466020,-1, 1, 1997, 7,  31,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,203, 1
618466,1,618466020,-1, 1, 1997, 8,   7,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,196, 1
618466,1,618466020,-1, 1, 1997, 8,  13,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,190, 1
618466,1,618466020,-1, 1, 1997, 8,  28,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,175, 1
618466,1,618466020,-1, 1, 1997, 9,   4,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,168, 1
618466,1,618466020,-1, 1, 1997, 9,  23,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,149, 1
618466,1,618466020,-1, 1, 1997,10,   2,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,140, 1
618466,1,618466030,-1, 1, 1997,10,  14,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,128, 1
618466,1,618466030,-1, 1, 1997,10,  31,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,111, 1
618466,1,618466030,-1, 1, 1997,11,   4,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19,107, 1
618466,1,618466030,-1, 1, 1997,11,  13,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19, 98, 1
618466,1,618466030,-1, 1, 1997,11,  27,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19, 84, 1
618466,1,618466030,-1, 1, 1998, 1,   1,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19, 49, 1
618466,1,618466030,-1, 1, 1998, 1,  17,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1,-1,999,1998, 2,19, 33, 1
618466,1,618466030,-1, 1, 1998, 2,  14,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2,-1,999,1998, 2,19,  5, 1
618534,1,618534000, 3, 0, 1998, 3,   3,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 1,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,  1,1998, 3,24, 21, 1
618535,1,618535000, 0, 1, 1997, 4,  26,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,  9,1998, 3,24,332, 1
618535,1,618535000, 0, 1, 1997, 5,  26,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 3,24,302, 1
618535,1,618535000, 0, 1, 1997, 6,  14,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 3,24,283, 1
618535,1,618535000, 0, 1, 1997, 7,  19,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 3,24,248, 1
618535,1,618535010, 2, 0, 1997, 8,  30,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 3,24,206, 1
618535,1,618535010, 0, 1, 1997, 9,  26,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 3,24,179, 1
618535,1,618535010, 3, 0, 1997,12,  25,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 1,0, 9, 9,0,0,0,0, 0,1, 1, 0,0,0, 0, 0,0,0,0,0,3, 3,999,1998, 3,24, 89, 1
618535,1,618535010, 1, 0, 1998, 2,  14,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,1, 1, 0,0,0, 0, 0,0,0,0,0,3, 3,999,1998, 3,24, 38, 1
618535,1,618535010, 0, 1, 1998, 3,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 3,24, 11, 1
618591,1,618591000, 0, 1, 1997, 4,  12,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4, 25,1998, 4, 2,355, 1
618591,1,618591000, 1, 0, 1997, 4,  19,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,348, 1
618591,1,618591000, 0, 1, 1997, 5,   2,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,335, 1
618591,1,618591000, 1, 0, 1997, 5,  17,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,320, 1
618591,1,618591010,-1, 1, 1997, 5,  22,2,  2,99,99, 99,  0,  0,0,0,0,0,0,0,1,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,315, 1
618591,1,618591010, 0, 1, 1997, 6,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,293, 1
618591,1,618591010, 1, 0, 1997, 6,  27,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,279, 1
618591,1,618591010, 4, 0, 1997, 7,  23,2,  1, 5,99,  2,  0,  0,0,0,0,0,1,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,253, 1
618591,1,618591010, 0, 1, 1997, 8,  15,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,230, 1
618591,1,618591010, 0, 1, 1997, 8,  20,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,225, 1
618591,1,618591010, 2, 0, 1997, 9,  12,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,3, 4, 0,0,0,1,1, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,202, 1
618591,1,618591010, 1, 0, 1997, 9,  26,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,188, 1
618591,1,618591010, 0, 1, 1997,10,  18,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,166, 1
618591,1,618591010, 0, 1, 1997,10,  31,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,153, 1
618591,1,618591020, 0, 1, 1997,11,   8,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,145, 1
618591,1,618591020, 0, 1, 1997,11,  29,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,124, 1
618591,1,618591020, 0, 1, 1997,12,   6,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2,117, 1
618591,1,618591020, 0, 1, 1997,12,  25,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2, 98, 1
618591,1,618591020, 0, 1, 1998, 1,   3,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 4, 2, 89, 1
